,name,map,recip_rank,ndcg,P_5,P_10
0,BR(TF_IDF),0.15609347639095245,0.6518561611458371,0.406599868173176,0.34399999999999986,0.266
1,BR(BM25),0.15742214738450883,0.6609598911313267,0.4091897757314954,0.33599999999999985,0.266
2,BR(PL2),0.15003409526278522,0.652929722925863,0.39680871727447786,0.31999999999999984,0.24200000000000002
3,BR(InL2),0.16680650006952255,0.6584860856950365,0.41926965446161385,0.3519999999999998,0.278
4,BR(Hiemstra_LM),0.21723416098580267,0.7563280334059616,0.4814578871770811,0.43599999999999994,0.324
